,id,usingtime
650,651,"{'kukka': 727, 'trive': 639, 'dailyshot': 478, 'publy': 49, 'milessbook': 157}"
651,652,"{'closetshare': 362, 'watcha': 891, 'melon': 241}"
652,653,"{'kukka': 761, 'publy': 171, 'moonday': 741, 'milessbook': 31, 'youtube': 281, 'watcha': 447, 'naver': 657, 'tlxpass': 467, 'closetshare': 679}"
653,654,"{'tlxpass': 210, 'trive': 87, 'coupang': 868, 'naver': 112}"
654,655,"{'socar': 124, 'trive': 571, 'tving': 371, 'netflix': 822, 'publy': 673, 'coupang': 803, 'moonday': 286, 'milessbook': 377, 'watcha': 865}"
655,656,"{'wisely': 980, 'moonday': 327, 'coupang': 536, 'publy': 628}"
656,657,"{'socar': 748, 'kukka': 96, 'dailyshot': 944, 'laftel': 816, 'publy': 345, 'coupang': 487, 'moonday': 937, 'youtube': 929, 'watcha': 773, 'melon': 200, 'naver': 393, 'tlxpass': 341}"
657,658,"{'socar': 981, 'trive': 613, 'tving': 7, 'dailyshot': 741, 'coupang': 425, 'tlxpass': 205, 'bacon': 438}"
658,659,"{'socar': 789, 'trive': 225, 'netflix': 679, 'youtube': 802, 'watcha': 845, 'melon': 315}"
659,660,"{'socar': 330, 'kukka': 144, 'trive': 543, 'laftel': 849, 'publy': 366, 'coupang': 350, 'melon': 818, 'wisely': 530, 'tlxpass': 775}"
660,661,"{'socar': 846, 'kukka': 252, 'trive': 278, 'publy': 777, 'coupang': 990, 'moonday': 649, 'melon': 818, 'wisely': 173, 'bacon': 473, 'naver': 965}"
661,662,"{'tving': 434, 'dailyshot': 924}"
662,663,"{'socar': 453, 'kukka': 799, 'trive': 358, 'dailyshot': 980, 'publy': 18, 'moonday': 881, 'watcha': 213, 'wisely': 402, 'tlxpass': 474, 'naver': 649}"
663,664,"{'kukka': 584, 'tving': 519, 'dailyshot': 955, 'laftel': 601, 'moonday': 898, 'closetshare': 412, 'naver': 857, 'wisely': 907, 'bacon': 865}"
664,665,"{'naver': 762, 'milessbook': 311, 'dailyshot': 69, 'publy': 228}"
665,666,"{'socar': 212, 'kukka': 451, 'trive': 685, 'youtube': 10, 'watcha': 356, 'tlxpass': 336}"
666,667,"{'kukka': 769, 'netflix': 992, 'coupang': 419, 'youtube': 510, 'closetshare': 864}"
667,668,"{'dailyshot': 435, 'coupang': 892, 'moonday': 770, 'closetshare': 883, 'wisely': 70, 'bacon': 193}"
668,669,"{'trive': 197, 'dailyshot': 193, 'coupang': 357}"
669,670,"{'youtube': 668, 'melon': 303}"
670,671,"{'naver': 182, 'netflix': 569}"
671,672,"{'laftel': 923, 'watcha': 804, 'kukka': 492, 'publy': 541}"
672,673,"{'kukka': 56, 'netflix': 168, 'trive': 590, 'coupang': 451, 'laftel': 699, 'moonday': 101, 'melon': 90, 'tlxpass': 202}"
673,674,"{'socar': 53, 'trive': 70, 'coupang': 344, 'moonday': 364, 'watcha': 444, 'wisely': 957, 'tlxpass': 465, 'bacon': 46}"
674,675,"{'netflix': 197, 'trive': 320, 'milessbook': 483, 'melon': 544, 'wisely': 964, 'closetshare': 972}"
675,676,"{'socar': 583, 'melon': 341}"
676,677,"{'trive': 673, 'tving': 389, 'dailyshot': 9, 'coupang': 594, 'netflix': 343, 'publy': 706, 'moonday': 712, 'melon': 212}"
677,678,"{'socar': 622, 'trive': 657, 'tving': 5, 'dailyshot': 304, 'laftel': 175, 'publy': 464, 'milessbook': 873, 'youtube': 683, 'naver': 169, 'tlxpass': 591, 'wisely': 163, 'bacon': 700}"
678,679,"{'tving': 409, 'netflix': 861, 'dailyshot': 105, 'publy': 44, 'moonday': 156, 'tlxpass': 775, 'closetshare': 328}"
679,680,"{'netflix': 715, 'dailyshot': 128, 'laftel': 951, 'moonday': 882, 'youtube': 625, 'wisely': 672, 'bacon': 695}"
680,681,"{'coupang': 578, 'watcha': 629, 'bacon': 569}"
681,682,"{'watcha': 439, 'netflix': 945, 'dailyshot': 340}"
682,683,"{'dailyshot': 949, 'publy': 81, 'milessbook': 706, 'moonday': 369, 'melon': 932, 'wisely': 298}"
683,684,"{'tving': 649, 'publy': 19, 'coupang': 922, 'wisely': 233, 'naver': 649}"
684,685,"{'kukka': 653, 'trive': 939, 'laftel': 698, 'coupang': 223, 'moonday': 95, 'milessbook': 229, 'youtube': 232, 'tlxpass': 532, 'wisely': 99, 'bacon': 725}"
685,686,"{'socar': 554, 'kukka': 495, 'tving': 951, 'trive': 858, 'netflix': 177, 'publy': 418, 'moonday': 255, 'youtube': 988, 'melon': 445, 'tlxpass': 798, 'wisely': 94, 'closetshare': 904}"
686,687,"{'milessbook': 368, 'closetshare': 301}"
687,688,"{'socar': 885, 'tving': 93, 'trive': 444, 'dailyshot': 479, 'bacon': 853, 'laftel': 930, 'tlxpass': 221, 'wisely': 772, 'closetshare': 835}"
688,689,"{'tving': 618, 'publy': 898, 'coupang': 247, 'moonday': 937, 'youtube': 610, 'melon': 313, 'naver': 181, 'bacon': 883}"
689,690,"{'trive': 13, 'dailyshot': 508, 'publy': 626, 'milessbook': 493, 'closetshare': 889}"
690,691,"{'socar': 19, 'milessbook': 501, 'moonday': 422, 'wisely': 100, 'bacon': 361, 'naver': 879}"
691,692,"{'socar': 904, 'kukka': 851, 'tving': 598, 'dailyshot': 832, 'moonday': 838, 'naver': 310, 'wisely': 838}"
692,693,"{'trive': 577, 'dailyshot': 894, 'coupang': 107, 'publy': 870, 'moonday': 710, 'youtube': 620, 'melon': 314, 'tlxpass': 423, 'closetshare': 471, 'naver': 138}"
693,694,"{'tving': 354, 'youtube': 959, 'closetshare': 440, 'netflix': 383}"
694,695,"{'netflix': 325, 'tving': 870, 'laftel': 491, 'moonday': 759, 'watcha': 269, 'naver': 596, 'tlxpass': 615, 'wisely': 50, 'closetshare': 661}"
695,696,"{'netflix': 296, 'tving': 650, 'dailyshot': 549, 'laftel': 236, 'wisely': 682}"
696,697,"{'netflix': 698, 'tving': 591, 'trive': 876, 'coupang': 301, 'publy': 843, 'laftel': 781, 'dailyshot': 406, 'milessbook': 172, 'naver': 901, 'bacon': 415}"
697,698,"{'socar': 591, 'dailyshot': 84, 'coupang': 435, 'milessbook': 363, 'watcha': 860, 'wisely': 282}"
698,699,"{'trive': 796, 'laftel': 69, 'watcha': 113, 'melon': 744, 'naver': 321, 'bacon': 479}"
699,700,"{'naver': 595, 'moonday': 652, 'melon': 947, 'coupang': 328}"
700,701,"{'socar': 936, 'tving': 571, 'trive': 340, 'coupang': 661, 'moonday': 73, 'milessbook': 405, 'youtube': 85, 'melon': 791, 'tlxpass': 511, 'wisely': 477, 'bacon': 476, 'naver': 423}"
701,702,"{'trive': 275, 'publy': 511, 'coupang': 170, 'milessbook': 341, 'moonday': 692, 'watcha': 600, 'melon': 668, 'tlxpass': 24, 'wisely': 453, 'naver': 595}"
702,703,"{'netflix': 775, 'coupang': 208, 'laftel': 335, 'publy': 680, 'milessbook': 802, 'melon': 476, 'tlxpass': 114, 'bacon': 675}"
703,704,"{'dailyshot': 642, 'coupang': 523, 'publy': 93, 'youtube': 527, 'watcha': 43, 'naver': 886, 'bacon': 840}"
704,705,"{'coupang': 752, 'youtube': 614, 'publy': 787}"
705,706,"{'moonday': 202, 'bacon': 24}"
706,707,"{'milessbook': 71, 'dailyshot': 700, 'melon': 642}"
707,708,"{'milessbook': 39, 'moonday': 113, 'youtube': 137, 'watcha': 477, 'melon': 59, 'naver': 659}"
708,709,"{'trive': 682, 'tving': 256, 'dailyshot': 685, 'publy': 979, 'milessbook': 546, 'tlxpass': 968, 'closetshare': 670}"
709,710,"{'naver': 108, 'moonday': 434, 'dailyshot': 120, 'closetshare': 804}"
710,711,"{'naver': 601, 'milessbook': 362, 'kukka': 313}"
711,712,"{'kukka': 459, 'netflix': 490, 'dailyshot': 677, 'coupang': 453, 'milessbook': 197, 'naver': 699}"
712,713,"{'tlxpass': 751, 'tving': 253, 'coupang': 411, 'naver': 174}"
713,714,"{'kukka': 61, 'trive': 770, 'publy': 324, 'youtube': 796, 'watcha': 938, 'wisely': 442}"
714,715,"{'kukka': 520, 'trive': 578, 'tving': 106, 'laftel': 97, 'publy': 75, 'coupang': 671, 'milessbook': 519, 'closetshare': 963}"
715,716,"{'wisely': 587, 'laftel': 663, 'kukka': 375, 'bacon': 417}"
716,717,"{'netflix': 373, 'milessbook': 227, 'watcha': 797, 'melon': 879, 'tlxpass': 256, 'wisely': 76, 'bacon': 134, 'naver': 933}"
717,718,"{'publy': 59, 'kukka': 816, 'closetshare': 784, 'dailyshot': 511}"
718,719,"{'trive': 521, 'socar': 631, 'kukka': 213, 'dailyshot': 502}"
719,720,"{'dailyshot': 211, 'closetshare': 148, 'publy': 874}"
720,721,"{'laftel': 82, 'bacon': 176, 'wisely': 553, 'tlxpass': 215, 'closetshare': 778}"
721,722,"{'naver': 712, 'trive': 468, 'kukka': 566, 'publy': 419}"
722,723,"{'socar': 187, 'kukka': 695, 'trive': 909, 'tving': 247, 'dailyshot': 943, 'moonday': 430, 'milessbook': 929, 'watcha': 262, 'melon': 434, 'wisely': 664}"
723,724,"{'kukka': 765, 'trive': 538, 'coupang': 838, 'laftel': 680, 'youtube': 255, 'tlxpass': 95}"
724,725,"{'trive': 443, 'tving': 462, 'netflix': 612, 'publy': 949, 'coupang': 654, 'moonday': 48, 'melon': 890}"
725,726,"{'trive': 840, 'dailyshot': 268, 'milessbook': 406, 'moonday': 616, 'watcha': 525, 'tlxpass': 915}"
726,727,"{'socar': 820, 'kukka': 83, 'trive': 703, 'tving': 518, 'publy': 376, 'bacon': 172}"
727,728,"{'socar': 117, 'watcha': 776}"
728,729,"{'netflix': 532, 'tving': 115, 'coupang': 37, 'naver': 386, 'wisely': 259}"
729,730,"{'wisely': 791, 'kukka': 669, 'watcha': 796}"
730,731,"{'coupang': 44, 'laftel': 866, 'moonday': 236, 'milessbook': 778, 'youtube': 165, 'melon': 246, 'tlxpass': 581, 'bacon': 824}"
731,732,"{'kukka': 497, 'tving': 278, 'trive': 721, 'laftel': 38, 'coupang': 985, 'bacon': 896, 'youtube': 736, 'naver': 809, 'closetshare': 484}"
732,733,"{'kukka': 788, 'dailyshot': 220, 'milessbook': 3, 'naver': 530, 'closetshare': 554}"
733,734,"{'kukka': 123, 'netflix': 731, 'tving': 878, 'milessbook': 783, 'youtube': 808, 'watcha': 320, 'naver': 782, 'tlxpass': 467, 'bacon': 427}"
734,735,"{'tving': 442, 'dailyshot': 707, 'coupang': 893, 'laftel': 59, 'watcha': 273, 'naver': 8, 'wisely': 681}"
735,736,"{'netflix': 567, 'tving': 35, 'moonday': 69, 'wisely': 917, 'tlxpass': 420, 'naver': 752}"
736,737,"{'netflix': 146, 'tving': 538, 'dailyshot': 325, 'bacon': 431, 'publy': 987, 'melon': 775, 'naver': 722, 'tlxpass': 966, 'closetshare': 299}"
737,738,"{'moonday': 193, 'kukka': 196, 'closetshare': 383, 'publy': 241}"
738,739,"{'dailyshot': 283, 'bacon': 747, 'coupang': 295, 'laftel': 17, 'milessbook': 998, 'moonday': 753, 'watcha': 907, 'melon': 90, 'wisely': 848, 'closetshare': 898, 'naver': 622}"
739,740,"{'youtube': 792, 'kukka': 991, 'laftel': 684}"
740,741,"{'milessbook': 165, 'youtube': 340, 'kukka': 24}"
741,742,"{'socar': 398, 'trive': 908, 'netflix': 874, 'publy': 908, 'youtube': 802}"
742,743,"{'tving': 93, 'coupang': 799, 'youtube': 121, 'tlxpass': 813, 'bacon': 474}"
743,744,"{'kukka': 60, 'coupang': 206, 'laftel': 615, 'milessbook': 106, 'youtube': 314, 'melon': 589, 'closetshare': 776}"
744,745,"{'kukka': 777, 'tving': 61, 'publy': 622, 'coupang': 253, 'watcha': 624, 'tlxpass': 330, 'naver': 203}"
745,746,"{'kukka': 690, 'netflix': 601, 'tving': 139, 'publy': 170, 'milessbook': 215, 'youtube': 438, 'watcha': 381, 'melon': 588, 'wisely': 735, 'tlxpass': 724, 'closetshare': 464}"
746,747,"{'kukka': 497, 'netflix': 55, 'dailyshot': 916, 'laftel': 929, 'moonday': 685, 'wisely': 342, 'bacon': 562}"
747,748,"{'tving': 395, 'trive': 906, 'dailyshot': 700, 'coupang': 90, 'youtube': 190, 'tlxpass': 489}"
748,749,"{'naver': 257, 'laftel': 221, 'tving': 349, 'publy': 495}"
749,750,"{'wisely': 343, 'watcha': 713}"
750,751,"{'socar': 7, 'kukka': 518, 'tving': 978, 'trive': 801, 'dailyshot': 391, 'netflix': 423, 'melon': 122, 'naver': 932, 'wisely': 318, 'closetshare': 133}"
751,752,"{'kukka': 494, 'tving': 870, 'publy': 473, 'moonday': 266, 'melon': 415, 'tlxpass': 426}"
752,753,"{'tving': 93, 'netflix': 989, 'trive': 199, 'coupang': 244, 'milessbook': 783, 'youtube': 503, 'watcha': 67}"
753,754,"{'socar': 870, 'kukka': 718, 'tving': 196, 'laftel': 130, 'coupang': 730, 'moonday': 595, 'milessbook': 654, 'youtube': 465, 'watcha': 499, 'wisely': 435, 'closetshare': 179, 'naver': 983}"
754,755,"{'kukka': 382, 'tving': 388, 'netflix': 629, 'milessbook': 107, 'tlxpass': 574, 'wisely': 912, 'bacon': 168}"
755,756,"{'naver': 245, 'netflix': 502}"
756,757,"{'youtube': 104, 'dailyshot': 779}"
757,758,"{'netflix': 774, 'dailyshot': 861, 'coupang': 361, 'laftel': 940, 'milessbook': 413, 'tlxpass': 93, 'wisely': 222, 'naver': 639}"
758,759,"{'naver': 879, 'tlxpass': 318, 'socar': 755, 'youtube': 393}"
759,760,"{'wisely': 254, 'socar': 437}"
760,761,"{'watcha': 358, 'melon': 77}"
761,762,"{'socar': 122, 'netflix': 398, 'coupang': 512, 'laftel': 744, 'publy': 725, 'moonday': 592, 'milessbook': 338, 'youtube': 315, 'watcha': 758, 'tlxpass': 689, 'wisely': 673, 'closetshare': 73}"
762,763,"{'socar': 83, 'coupang': 153, 'youtube': 578, 'closetshare': 104}"
763,764,"{'naver': 167, 'closetshare': 275, 'publy': 899}"
764,765,"{'socar': 658, 'tving': 715, 'publy': 887, 'netflix': 513}"
765,766,"{'kukka': 596, 'tving': 983, 'netflix': 722, 'dailyshot': 915, 'publy': 760, 'coupang': 461, 'watcha': 586, 'melon': 513, 'tlxpass': 265, 'closetshare': 32}"
766,767,"{'netflix': 362, 'youtube': 637}"
767,768,"{'socar': 271, 'kukka': 261, 'netflix': 13, 'dailyshot': 624, 'laftel': 949, 'publy': 9, 'moonday': 204, 'milessbook': 222, 'youtube': 259, 'closetshare': 304, 'bacon': 924}"
768,769,"{'socar': 295, 'publy': 597, 'bacon': 828, 'milessbook': 922, 'naver': 673, 'wisely': 197, 'closetshare': 477}"
769,770,"{'naver': 73, 'milessbook': 441}"
770,771,"{'socar': 474, 'kukka': 87, 'trive': 290, 'dailyshot': 648, 'coupang': 384, 'laftel': 734, 'milessbook': 829, 'moonday': 200, 'tlxpass': 970, 'wisely': 302, 'bacon': 367}"
771,772,"{'kukka': 682, 'tving': 963, 'laftel': 63, 'youtube': 844, 'closetshare': 674}"
772,773,"{'socar': 396, 'trive': 794, 'dailyshot': 352, 'publy': 771, 'milessbook': 235, 'moonday': 118, 'youtube': 620, 'watcha': 839, 'closetshare': 724, 'bacon': 557}"
773,774,"{'naver': 633, 'socar': 673, 'tving': 636}"
774,775,"{'socar': 122, 'tving': 966, 'netflix': 500, 'dailyshot': 102, 'coupang': 141, 'publy': 695, 'milessbook': 515, 'closetshare': 292, 'melon': 945, 'tlxpass': 811, 'bacon': 547}"
775,776,"{'laftel': 218, 'publy': 557, 'watcha': 664, 'naver': 91, 'tlxpass': 100, 'bacon': 97}"
776,777,"{'netflix': 508, 'tving': 374, 'laftel': 811, 'publy': 46, 'coupang': 71, 'milessbook': 632, 'moonday': 389, 'youtube': 470, 'tlxpass': 103, 'wisely': 670, 'bacon': 575}"
777,778,"{'watcha': 940, 'dailyshot': 821}"
778,779,"{'netflix': 573, 'laftel': 199, 'milessbook': 792, 'melon': 222, 'wisely': 411}"
779,780,"{'milessbook': 50, 'melon': 834, 'bacon': 787}"
780,781,"{'kukka': 585, 'trive': 77, 'tving': 319, 'publy': 772, 'coupang': 662, 'laftel': 241, 'moonday': 684, 'melon': 7, 'wisely': 222, 'closetshare': 769, 'naver': 844}"
781,782,"{'wisely': 873, 'dailyshot': 619, 'naver': 769}"
782,783,"{'socar': 320, 'kukka': 541, 'trive': 962, 'netflix': 543, 'dailyshot': 848, 'milessbook': 92, 'melon': 798, 'naver': 635, 'tlxpass': 781, 'bacon': 871}"
783,784,"{'tlxpass': 806, 'trive': 741, 'laftel': 176, 'bacon': 948}"
784,785,"{'socar': 406, 'kukka': 323, 'netflix': 562, 'tving': 51, 'publy': 603, 'laftel': 100, 'moonday': 710, 'youtube': 466, 'watcha': 362, 'closetshare': 426, 'tlxpass': 428, 'wisely': 733, 'bacon': 302}"
785,786,"{'trive': 246, 'netflix': 734, 'dailyshot': 119, 'milessbook': 881, 'moonday': 308, 'watcha': 100, 'naver': 279}"
786,787,"{'socar': 261, 'kukka': 582, 'netflix': 844, 'tving': 127, 'dailyshot': 396, 'coupang': 672, 'moonday': 655, 'watcha': 326, 'naver': 543, 'wisely': 38}"
787,788,"{'kukka': 594, 'netflix': 608, 'tving': 886, 'youtube': 484, 'wisely': 994, 'bacon': 233}"
788,789,"{'kukka': 394, 'netflix': 55, 'coupang': 158, 'moonday': 223, 'youtube': 444, 'watcha': 922, 'melon': 161, 'naver': 417}"
789,790,"{'socar': 262, 'trive': 98, 'coupang': 443, 'moonday': 337, 'closetshare': 715, 'naver': 577, 'tlxpass': 765, 'bacon': 160}"
790,791,"{'laftel': 8, 'tving': 556, 'closetshare': 32}"
791,792,"{'kukka': 661, 'tving': 487, 'dailyshot': 30, 'publy': 333, 'laftel': 26, 'milessbook': 232, 'watcha': 664, 'melon': 235, 'wisely': 359, 'bacon': 847}"
792,793,"{'moonday': 66, 'milessbook': 297, 'youtube': 899, 'melon': 634, 'tlxpass': 714, 'naver': 188}"
793,794,"{'naver': 827, 'trive': 120}"
794,795,"{'naver': 764, 'socar': 454}"
795,796,"{'socar': 673, 'tving': 643, 'netflix': 675, 'dailyshot': 473, 'publy': 499, 'coupang': 741, 'milessbook': 38, 'moonday': 634, 'youtube': 343, 'tlxpass': 896, 'wisely': 423, 'bacon': 412, 'naver': 627}"
796,797,"{'kukka': 216, 'netflix': 817, 'trive': 182, 'dailyshot': 382, 'publy': 326, 'youtube': 135, 'closetshare': 825, 'melon': 769, 'wisely': 658, 'tlxpass': 487, 'bacon': 568}"
797,798,"{'moonday': 89, 'coupang': 898}"
798,799,"{'socar': 812, 'trive': 935, 'netflix': 175, 'dailyshot': 41, 'milessbook': 979, 'wisely': 228, 'closetshare': 117}"
799,800,"{'trive': 775, 'laftel': 956, 'netflix': 714}"
800,801,"{'trive': 305, 'melon': 114, 'dailyshot': 917, 'coupang': 699}"
801,802,"{'socar': 170, 'trive': 433, 'tving': 130, 'laftel': 21, 'coupang': 36, 'publy': 648, 'moonday': 866, 'watcha': 537, 'melon': 639, 'bacon': 854}"
802,803,"{'socar': 972, 'trive': 86, 'dailyshot': 904, 'coupang': 583, 'publy': 235, 'laftel': 90, 'moonday': 826, 'youtube': 140, 'watcha': 656, 'melon': 844, 'wisely': 753, 'tlxpass': 34, 'naver': 674}"
803,804,"{'socar': 481, 'kukka': 539, 'tving': 939, 'dailyshot': 520, 'laftel': 561, 'coupang': 916, 'milessbook': 22, 'youtube': 47, 'wisely': 298, 'closetshare': 816, 'naver': 958}"
804,805,"{'socar': 660, 'kukka': 783, 'tving': 914, 'trive': 541, 'dailyshot': 41, 'moonday': 911, 'milessbook': 986, 'youtube': 674, 'melon': 515, 'wisely': 418, 'tlxpass': 619}"
805,806,"{'dailyshot': 390, 'publy': 47, 'youtube': 247, 'tlxpass': 181, 'wisely': 185, 'bacon': 58, 'naver': 759}"
806,807,"{'wisely': 979, 'tving': 341, 'closetshare': 990}"
807,808,"{'socar': 524, 'kukka': 482, 'netflix': 242, 'trive': 867, 'publy': 447, 'laftel': 134, 'moonday': 427, 'naver': 869, 'wisely': 284, 'bacon': 437}"
808,809,"{'dailyshot': 406, 'publy': 311, 'milessbook': 263, 'youtube': 603, 'watcha': 440, 'melon': 866, 'wisely': 808, 'tlxpass': 869, 'bacon': 275}"
809,810,"{'tving': 379, 'dailyshot': 906, 'publy': 158, 'melon': 500, 'wisely': 901, 'tlxpass': 53, 'closetshare': 252}"
810,811,"{'moonday': 874, 'trive': 447, 'kukka': 993}"
811,812,"{'kukka': 442, 'netflix': 822, 'tving': 952, 'dailyshot': 2, 'publy': 260, 'coupang': 40, 'moonday': 541, 'youtube': 497, 'tlxpass': 302, 'closetshare': 403, 'naver': 906}"
812,813,"{'trive': 737, 'watcha': 540, 'closetshare': 578, 'netflix': 588}"
813,814,"{'socar': 732, 'kukka': 939, 'tving': 874, 'coupang': 208, 'milessbook': 400, 'watcha': 732, 'naver': 424, 'wisely': 460, 'bacon': 762}"
814,815,"{'dailyshot': 938, 'publy': 89, 'moonday': 966, 'wisely': 335, 'tlxpass': 987}"
815,816,"{'naver': 23, 'socar': 279, 'trive': 151, 'publy': 665}"
816,817,"{'youtube': 905, 'kukka': 304}"
817,818,"{'wisely': 731, 'tlxpass': 180, 'kukka': 598}"
818,819,"{'trive': 484, 'dailyshot': 479, 'bacon': 905, 'milessbook': 640, 'youtube': 332, 'watcha': 513, 'wisely': 680, 'closetshare': 426}"
819,820,"{'socar': 757, 'netflix': 347, 'tving': 526, 'dailyshot': 4, 'coupang': 512, 'milessbook': 10, 'youtube': 189, 'watcha': 485, 'melon': 501, 'wisely': 213, 'bacon': 442}"
820,821,"{'kukka': 875, 'tving': 109, 'publy': 155, 'milessbook': 810, 'melon': 573, 'tlxpass': 872, 'wisely': 878, 'bacon': 876, 'naver': 43}"
821,822,"{'kukka': 549, 'netflix': 161, 'publy': 933, 'coupang': 376, 'melon': 416, 'naver': 848, 'tlxpass': 941, 'wisely': 241}"
822,823,"{'tving': 936, 'kukka': 623, 'dailyshot': 568}"
823,824,"{'kukka': 101, 'netflix': 77, 'dailyshot': 850, 'laftel': 843, 'bacon': 223, 'moonday': 930, 'closetshare': 168}"
824,825,"{'tving': 333, 'dailyshot': 776, 'laftel': 162, 'publy': 538, 'youtube': 532, 'watcha': 119, 'melon': 58, 'tlxpass': 138, 'naver': 876}"
825,826,"{'netflix': 334, 'trive': 644, 'laftel': 932, 'watcha': 482, 'wisely': 280, 'closetshare': 799, 'naver': 990}"
826,827,"{'tlxpass': 404, 'coupang': 863}"
827,828,"{'socar': 294, 'kukka': 600, 'trive': 984, 'tving': 277, 'publy': 625, 'milessbook': 898, 'moonday': 4, 'bacon': 742}"
828,829,"{'tving': 885, 'netflix': 982, 'dailyshot': 942, 'publy': 884, 'milessbook': 511, 'moonday': 622, 'naver': 221, 'bacon': 619}"
829,830,"{'milessbook': 740, 'dailyshot': 780, 'bacon': 858}"
830,831,"{'trive': 314, 'closetshare': 181}"
831,832,"{'trive': 995, 'laftel': 248}"
832,833,"{'trive': 940, 'youtube': 454, 'watcha': 914, 'melon': 529, 'naver': 608, 'wisely': 810}"
833,834,"{'kukka': 411, 'trive': 941, 'laftel': 362, 'publy': 191, 'coupang': 489, 'moonday': 598, 'melon': 17, 'closetshare': 672}"
834,835,"{'netflix': 449, 'laftel': 86, 'coupang': 104, 'publy': 474, 'youtube': 643, 'naver': 91}"
835,836,"{'wisely': 908, 'youtube': 581, 'publy': 795}"
836,837,"{'socar': 210, 'netflix': 656, 'trive': 674, 'dailyshot': 227, 'laftel': 640, 'publy': 692, 'moonday': 780, 'youtube': 591, 'watcha': 419, 'wisely': 252, 'bacon': 323}"
837,838,"{'dailyshot': 443, 'moonday': 682, 'milessbook': 349, 'melon': 648, 'tlxpass': 708, 'closetshare': 813, 'naver': 22}"
838,839,"{'socar': 277, 'tving': 619, 'dailyshot': 594, 'laftel': 851, 'milessbook': 582, 'watcha': 444}"
839,840,"{'laftel': 311, 'bacon': 246}"
840,841,"{'watcha': 458, 'melon': 785}"
841,842,"{'kukka': 735, 'tving': 919, 'laftel': 780, 'moonday': 778, 'melon': 780, 'naver': 189, 'bacon': 658}"
842,843,"{'kukka': 51, 'trive': 433, 'netflix': 24, 'publy': 903, 'laftel': 940, 'youtube': 250, 'melon': 242}"
843,844,"{'trive': 551, 'melon': 387, 'dailyshot': 924, 'closetshare': 144}"
844,845,"{'kukka': 43, 'netflix': 4, 'trive': 356, 'laftel': 683, 'coupang': 615, 'publy': 438, 'bacon': 73, 'watcha': 296, 'tlxpass': 554, 'closetshare': 257}"
845,846,"{'trive': 249, 'netflix': 406, 'bacon': 54, 'moonday': 134, 'watcha': 935, 'melon': 108, 'naver': 72, 'wisely': 942, 'closetshare': 310}"
846,847,"{'dailyshot': 742, 'coupang': 708}"
847,848,"{'dailyshot': 186, 'laftel': 710, 'publy': 851, 'moonday': 522, 'melon': 173, 'naver': 162}"
848,849,"{'socar': 986, 'kukka': 49, 'netflix': 486, 'trive': 452, 'dailyshot': 285, 'laftel': 12, 'youtube': 540, 'watcha': 512, 'melon': 759, 'wisely': 800, 'tlxpass': 54, 'naver': 991}"
849,850,"{'socar': 95, 'netflix': 374, 'tving': 828, 'dailyshot': 53, 'bacon': 384, 'milessbook': 737, 'watcha': 301, 'melon': 86, 'closetshare': 714}"
850,851,"{'socar': 547, 'kukka': 234, 'dailyshot': 964, 'laftel': 106, 'moonday': 726, 'youtube': 761, 'watcha': 138, 'tlxpass': 0, 'wisely': 456}"
851,852,"{'kukka': 96, 'trive': 147, 'tving': 845, 'publy': 368, 'coupang': 422, 'moonday': 986, 'melon': 128, 'tlxpass': 123, 'closetshare': 940}"
852,853,"{'tlxpass': 814, 'socar': 274, 'youtube': 901}"
853,854,"{'wisely': 786, 'tlxpass': 442, 'socar': 804, 'bacon': 172}"
854,855,"{'kukka': 881, 'dailyshot': 32, 'publy': 597, 'milessbook': 509, 'moonday': 549, 'wisely': 31, 'bacon': 658}"
855,856,"{'netflix': 75, 'watcha': 472, 'melon': 795}"
856,857,"{'milessbook': 851, 'trive': 928, 'laftel': 616}"
857,858,"{'socar': 8, 'kukka': 380, 'netflix': 808, 'tving': 918, 'dailyshot': 905, 'laftel': 283, 'trive': 102, 'moonday': 722, 'youtube': 184, 'watcha': 57, 'melon': 795, 'naver': 867, 'tlxpass': 683, 'bacon': 793}"
858,859,"{'wisely': 94, 'milessbook': 549}"
859,860,"{'kukka': 609, 'tving': 372, 'moonday': 74, 'youtube': 280, 'watcha': 480, 'tlxpass': 703}"
860,861,"{'wisely': 828, 'trive': 320}"
861,862,"{'socar': 943, 'tving': 425, 'dailyshot': 290, 'watcha': 459, 'tlxpass': 689}"
862,863,"{'kukka': 152, 'trive': 12, 'dailyshot': 868, 'coupang': 124, 'laftel': 522, 'milessbook': 684, 'moonday': 199, 'wisely': 652, 'bacon': 875, 'naver': 768}"
863,864,"{'tving': 182, 'laftel': 7, 'publy': 29, 'moonday': 605, 'milessbook': 650, 'tlxpass': 795, 'wisely': 407}"
864,865,"{'trive': 832, 'publy': 340, 'bacon': 816}"
865,866,"{'tving': 159, 'dailyshot': 720, 'laftel': 944, 'coupang': 870, 'publy': 433}"
866,867,"{'tlxpass': 721, 'milessbook': 541, 'dailyshot': 108, 'bacon': 526}"
867,868,"{'kukka': 117, 'tving': 163, 'publy': 470, 'milessbook': 158, 'moonday': 397, 'naver': 931}"
868,869,"{'kukka': 518, 'tving': 506, 'netflix': 718, 'bacon': 996, 'coupang': 316, 'milessbook': 896, 'wisely': 681, 'closetshare': 513}"
